ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie. Reglement UE N 1169/2011 (kJ/100g);Eau (g/100g);Proteines (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG satures (g/100g);AG monoinsatures (g/100g);AG polyinsatures (g/100g);AG 4:0. butyrique (g/100g);AG 6:0. caproique (g/100g);AG 8:0. caprylique (g/100g);AG 10:0. caprique (g/100g);AG 12:0. laurique (g/100g);AG 14:0. myristique (g/100g);AG 16:0. palmitique (g/100g);AG 18:0. stearique (g/100g);AG 18:1 9c (n09). oleique (g/100g);AG 18:2 9c.12c (n06). linoleique (g/100g);AG 18:3 c9.c12.c15 (n03). alpha0linolenique (g/100g);AG 20:4 5c.8c.11c.14c (n06). arachidonique (g/100g);AG 20:5 5c.8c.11c.14c.17c (n03) EPA (g/100g);AG 22:6 4c.7c.10c.13c.16c.19c (n03) DHA (g/100g);Cholesterol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (g/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Selenium (g/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (g/100g);Beta0Carotene (g/100g);Vitamine D (g/100g);Vitamine E (mg/100g);Vitamine K1 (g/100g);Vitamine K2 (g/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothenique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (g/100g);Vitamine B12 (g/100g)
1.4;Riz et graines cuits;9104;Riz blanc. cuit. non sale;615;63.9;2.92;31.8;0.41;0.2;27.7;0.8;0;0.13;0;0;0.076;0.08;0.069;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.75;0.01;14;5.91;0.07;0.04;20;7.1;0.17;35;16;20;5;0.26;0;5;0;0.08;0.8;0;0.5;0.03;0.01;0.16;0.21;0.029;9.9;0.032
1.4;Riz et graines cuits;9105;Riz blanc etuve. cuit. non sale;621;63.5;2.95;31.7;0.56;0.11;28.5;1.1;0;0.22;0;0;0.33;0.074;0.091;0;0;0;0;0;0;0.074;0;0;0;0;0;0;0;0;0.0059;11.1;0;0.1;0.1;10;10;0.1;35;41.7;5;2.35;0.1;0;0;0;0.01;0;0;0;0.07;0.019;0.4;0.15;0.05;12.1;0
1.4;Riz et graines cuits;9110;Riz rouge. cuit. non sale;598;63.1;3.45;28.2;0.69;0;27;4;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0088;19.9;38;0;1;10;54.5;1;156;75.4;5;3.5;1;0;50;0;0.1;0;0;0;0.11;0.05;0.05;0.29;0.44;9;0
1.4;Riz et graines cuits;9111;Riz sauvage. cuit. non sale;430;73.9;3.8;19.7;0.34;0.73;0;1.8;0;0.4;0;0;0.049;0.05;0.21;0;0;0;0;0;0;0.046;0.003;0;0;0;0;0;0;0;0.0075;3;0;0.12;0.6;0;32;0.28;82;101;0;3;1.34;0;2;0;0.24;0.5;0;0;0.052;0.087;1.29;0.15;0.14;26;0
1.4;Riz et graines cuits;9322;Orge perlee. bouilli/cuite a l'eau. non salee;503;68.8;2.26;24.4;0.44;0.28;0;3.8;0;0.27;0;0;0.093;0.057;0.21;0;0;0;0;0.001;0.002;0.079;0.003;0;0;0;0;0;0;0;0.0075;11;0;0.11;1.33;0.5;22;0.26;54;93;0;3;0.82;0;5;0;0.01;0.8;0;0;0.083;0.062;2.06;0.14;0.12;16;0
1.4;Riz et graines cuits;9331;Mil. cuit. non sale;492;71.4;3.51;22.4;1;0.13;0;1.3;0;0.41;0;0;0.17;0.18;0.51;0;0;0;0;0.001;0;0.13;0.037;0;0;0;0;0;0;0;0.005;3;0;0.16;0.63;0;44;0.27;100;62;0;2;0.91;0;2;0;0.02;0.3;0;0;0.11;0.082;1.33;0.17;0.11;19;0
1.4;Riz et graines cuits;9341;Quinoa. bouilli/cuit a l'eau. non sale;488;71.6;4.1;18.8;1.92;0.87;17.6;2.8;0;0.76;0;0;0.23;0.53;1.08;0;0;0;0;0;0;0.2;0.012;0;0;0;0;0;0.015;0;0.018;17;0;0.19;1.49;0;64;0.63;152;172;0;7;1.09;0;3;0;0.63;0;0;0;0.11;0.11;0.41;0;0.12;42;0
1.4;Riz et graines cuits;9691;Boulgour de ble. cuit. non sale;340;77.8;3.08;14.1;0.24;0.1;0;4.5;0;0.34;0;0;0.042;0.031;0.098;0;0;0.002;0;0;0;0.037;0.002;0;0;0;0;0;0;0;0.021;60.7;0;0.52;0.96;0;102;1.27;40;68;2.2;8.41;2.48;0;1;0;0.01;0.5;0;0;0.057;0.028;1;0.34;0.083;18;0
1.4;Riz et graines cuits;51511;Frik (ble dur immature concasse). cuit. non sale;321;79.6;2.04;14;0.48;0;12.1;3.5;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005;19.6;50;1;1;10;30.4;1;55;95.5;5;2;1;0;50;0;0.1;0;0;0;0.05;0.05;1.6;0.24;0.06;18;0
1.5;Pates et semoules cuites;9085;Nouilles asiatiques cuites. aromatisees;465;73.4;4.78;9.89;4.3;2;0;6.3;0;1.33;0;0;0.5;1.26;2.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;Pates et semoules cuites;9086;Nouilles asiatiques cuites. nature. non salees;690;66.9;3.5;21.4;6.9;0;19.8;1;0;0.34;0;0;3.16;2.67;0.77;0.0033;0.0033;0.0066;0.0033;0.02;0.073;2.74;0.28;2.59;0.75;0.02;0.0033;0.0033;0.0033;0;0.23;11;113;0.04;0.32;20;9.1;0.24;43;26;50;93.6;0.19;0;10;0;0;0.8;0;0;0.023;0.01;0.1;0.91;0.01;5;0.073
1.5;Pates et semoules cuites;9615;Polenta ou semoule de mais. cuite. non salee;275;83.4;1.38;13.5;0.31;0.2;13.2;1.3;0;0.1;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;2.28;0.01;5.1;10.2;0.02;0.09;20;7.5;0.03;20;25;20;5;0.12;0;5.84;0;0.08;0.8;0;0.5;0.02;0.01;0.1;0.037;0.035;5;0.03
1.5;Pates et semoules cuites;9683;Couscous (semoule de ble dur roulee precuite a la vapeur). cuite. non salee;698;59;5.19;33.2;0.64;0.1;28.7;1.6;0;0.34;0;0;0.029;0.022;0.064;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.089;0.035;20;29.1;0.2;0.85;20;24;0.46;92;120;20;5;0.9;0;0;0;0.08;0.8;0;0;0.09;0.03;0.2;0.27;0.094;15;0
1.5;Pates et semoules cuites;9811;Pates seches standard. cuites. non salees;535;68.3;3.99;25;0.55;0.6;21.7;1.9;0;0.23;0;0;0.11;0.087;0.2;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;1.27;0.01;17;13.3;0.12;0.43;20;17;0.31;59;34;20;5;0.47;0;5;0;0.08;0.8;0;0.5;0.025;0.01;0.52;0.28;0.022;23.5;0.014
1.5;Pates et semoules cuites;9816;Pates fraches. aux ufs. cuites. non salees;712;59.1;5.76;32;1.3;0;17.5;1.5;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0.042;24.1;37;1;1.1;0;20.9;1;88;61;0;16.8;1;2;50;0.2;0.1;0;0;0;0.07;0.06;0.21;0.37;0.05;9.2;0.24
1.5;Pates et semoules cuites;9822;Pates seches. aux ufs. cuites. non salees;566;68.1;4.57;23;2;0.8;19.7;2;0;0.3;0;0;0.34;0.58;0.55;0.01;0.01;0.01;0.01;0.01;0.01;0.27;0.07;0.58;0.51;0.025;0.016;0.01;0.01;34.3;0.01;23;11.9;0.11;0.57;20;16;0.3;68;25;20;5;0.53;2;5;0.2;0.19;0.8;0;0.5;0.02;0.014;0.1;0.2;0.033;24.1;0.14
1.5;Pates et semoules cuites;9824;Pates seches. sans gluten. cuites. non salees;690;60.1;3.09;34.4;1.1;0.49;34;1;0;0.26;0;0;0.29;0.33;0.38;0.01;0.01;0.01;0.02;0.01;0.01;0.22;0.05;0.33;0.36;0.02;0.01;0.01;0.01;7.08;0.015;9.6;13.3;0.07;0.48;20;23;0.34;62;32;20;5.9;0.46;0;5;0;0.08;0.8;0;0.5;0.04;0.01;0.15;0.17;0.019;12.7;0.09
1.5;Pates et semoules cuites;9871;Pates seches. au ble complet. cuites. non salees;541;67.5;4.55;23.4;0.9;0.6;21.6;3.3;0;0.34;0;0;0.099;0.075;0.21;0.01;0.01;0.01;0.01;0.01;0.01;0.093;0.0062;0.075;0.2;0.012;0.01;0.01;0.01;0.7;0.01;22;11.5;0.19;0.98;20;36;0.76;110;65;20;5;0.99;0;5;0;0.08;0.8;0;0.5;0.07;0.021;0.16;0.19;0.032;10.5;0.021
1.5;Pates et semoules cuites;9901;Vermicelle de riz. cuite. non salee;439;73.8;1.79;23;0.2;0.03;0;1;0;0.18;0;0;0.023;0.026;0.023;0;0;0;0;0;0;0.021;0.002;0;0;0;0;0;0;0;0.048;4;0;0.038;0.14;0;3;0.11;20;4;0;19;0.25;0;0;0;0.03;0;0;0;0.018;0.004;0.072;0.011;0.006;1;0
1.5;Pates et semoules cuites;9903;Vermicelle de soja. cuite. non salee;260;84.4;0.57;14.4;0.1;0;14.4;0.8;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0063;14.2;39;0;1;10;2.9;1;10;1.2;5;2.5;1;0;50;0;0.1;0;0;0;0.05;0.05;0.05;0.11;0.05;10;0
1.5;Pates et semoules cuites;25479;Gnocchi a la semoule. cuit;783;0;5.6;34.4;2.4;0.2;0;1.8;0;1.2;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;Pates et semoules cuites;25510;Gnocchi a la pomme de terre. cuit;755;55.5;5.01;34.1;2.05;1.1;29.3;1.75;0;1.58;0;0;0.23;0.48;0.93;0.002;0.002;0.002;0.002;0.002;0.002;0.16;0.068;0.48;0.91;0.021;0.002;0;0;129;1.01;5.1;695;0.14;0.7;60;18.8;1.4;39;184;5;402;0.5;2;0;0.5;0.92;0;0;0;0.084;0.04;1.6;0.24;0.12;27.1;0.15
2.1;Pains;7001;Pain. baguette. courante;1220;28.1;8.55;56.6;1.94;2.6;50.9;2.69;0;1.91;0.17;0;0.29;0.17;0.55;0.05;0.05;0.05;0.05;0.05;0.002;0.26;0.02;0.078;0.29;0.032;0;0;0;0.075;1.59;20;959;0.11;1.06;6;27.9;0.5;113;164;10;730;0.5;0;1E-14;0;0.12;1.1;0;5;0.084;0.06;0.86;0.39;0.12;10;0.095
2.1;Pains;7002;Pain. baguette ou boule. au levain;1110;34.4;7.41;53.1;1.3;2.4;49.3;2.1;0;1.6;0;0;0.17;0.12;0.43;0;0;0.00076;0;0;0.0068;0.13;0.023;0.1;0.39;0.024;0;0;0;0;0;18.7;0;0.11;1.3;0;18.7;0.57;87.3;124;0;0;0.53;0;0;0;0.16;1;0;0;0.07;0.02;1.15;0.4;0.06;13.8;0.1
2.1;Pains;7007;Pain. baguette. de tradition franaise;1210;27.4;7.98;58.6;1.1;2.86;51.5;2.92;0;2.02;0;0;0.055;0.044;0.15;0;0;0.00025;0.00017;0.0012;0.0012;0.045;0.0069;0.039;0.14;0.0092;0;0;0;0;1.71;23.2;0;0.75;1.32;0;21.5;0.7;105;137;5;700;0.75;0;0;0;0.28;0;0;0;0.085;0.04;1.26;0.39;0.13;17.3;0.1
2.1;Pains;7010;Pain. baguette ou boule. bis (a la farine T80ou T110);1120;30.2;8.6;54;0.33;2.39;49.5;4.2;0;1.38;0;0;0.045;0.039;0.14;0;0;0.00055;660000;0.00038;0.0006;0.039;0.004;0.033;0.13;0.009;0;0;0;0;0;27.5;0;0.98;1.31;0;33;1;140;178;0;0;1.2;0;0;0;0.23;0;0;0;0.13;0.06;1.66;0.4;0.27;22.4;0.1
2.1;Pains;7012;Pain courant franais. 400g ou boule;1130;37.2;7.9;52;2;0;0;2.6;0;1.6;0;0;0.42;0.46;0.46;0;0;0;0;0;0.046;0.23;0.14;0.46;0.42;0.046;0;0;0;0;1.33;37;0;0.12;1;13.4;21.3;0.6;124;128;2.65;499;0.63;0;0;0;0.5;0;0;0;0.12;0.067;1;0.5;0.053;50.3;0
2.1;Pains;7025;Pain. baguette ou boule. bio (a la farine T55 jusqu'a T110);1090;34.5;8.68;49.9;1.19;1.37;44.3;4.33;0;1.62;0;0;0.17;0.12;0.72;0;0;0.0074;0;0;0.0013;0.14;0.025;0.11;0.41;0.033;0;0;0;0;1.37;24.2;0;0.19;1.8;0;36.6;1.27;145;190;0;538;1.1;0;0;0;0.27;0;0;0;0.13;0.04;2.09;0.51;0.09;19.3;0.11
2.1;Pains;7100;Pain. baguette ou boule. de campagne;1140;31;8.03;54.5;0.93;1.58;52.4;3.32;0;1.95;0;0;0.083;0.21;0.33;0;0;0;0;0;0.001;0.068;0.014;0.092;0.31;0.024;0;0;0;0.37;1.59;21.3;934;0.086;0.97;6;27.7;0.56;83;164;8.33;681;0.55;0;4;0;0.39;0;0;1E-14;0.1;0.045;1.1;0.43;0.15;31;0.17
2.1;Pains;7110;Pain complet ou integral (a la farine T150);1080;34.1;10.2;40.8;3.7;2.9;37.9;7.3;0;2.11;0;0;0.7;0.14;0.5;0.05;0.05;0.05;0.05;0.05;0.001;0.23;0.013;0.14;0.47;0.024;0;0;0;0.6;1;31.9;0;0.17;2.09;2;56;1.38;187;315;10;398;1.12;0;0;0;0.3;20;0;0;0.16;0.11;2.4;0.64;0.21;26.4;0.11
2.1;Pains;7130;Pain. sans gluten;1100;33.8;2.62;51.8;3.3;4.9;41.1;6.5;0;1.96;0;0;1.24;0.98;0.82;0.01;0.01;0.02;0.01;0.06;0.04;0.88;0.23;0.98;0.82;0.01;0.01;0.01;0.01;4.53;1.56;60;778;0.06;0.5;20;16;0.19;95;75;20;624;0.36;0;7.6;0;0.98;0.8;0;38.6;0.045;0.02;0.15;0.4;0.025;10.7;0.059
2.1;Pains;7160;Pain. baguette. sans sel;1190;26.9;8.55;57;1.18;4.5;0;2.68;0;1.6;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013;42;0;0.12;0;6;21.3;0.52;0;129;4.7;0;0.75;0;0;0;0;0;0;0;0.069;0;0;0;0.067;23;0
2.1;Pains;7260;Pain blanc maison (avec farine pour machine a pain);1090;33.9;7.81;52.1;0.9;0;40.4;2.6;0;1.88;0;0;0.17;0.083;0.35;0.0003;0.0003;0.0003;0.0003;0.0042;0.003;0.12;0.043;0.079;0.33;0.021;0.0003;0.0003;0.0003;0.7;1.45;21;880;0.09;0.85;18.5;20;0.47;94;130;50;578;0.62;0;10;0;0.18;0.8;0;0.6;0.079;0.04;0.69;0.31;0.082;30.3;0
2.1;Pains;7261;Pain de campagne maison (avec farine pour machine a pain);1020;37.3;7.98;46.7;0.9;0;39.3;5.1;0;2.06;0;0;0.18;0.083;0.34;0.0003;0.0003;0.0003;0.0003;0.0003;0.0012;0.098;0.075;0.074;0.32;0.025;0.0003;0.0003;0.0003;0.7;1.34;20;899;0.13;1.3;22;34;0.84;130;210;50;537;1.1;0;10;0;0.26;0.8;0;1.33;0.16;0.06;0.64;0.31;0.062;25.6;0
2.2;Pains speciaux;7111;Pain de mie. complet;1100;36;8.51;43;4.06;5.69;34.7;6.23;0;2;0.2;0;0.96;1.9;1.1;0;0;0;0;0.0028;0.018;0.82;0.11;1.2;0.66;0.099;0;0.0012;0;0.5;1.18;141;800;1;1.6;10;51.5;1.5;160;221;5;471;1.1;0;50;0;0.5;0;0;0;0.17;0.1;0.05;0.56;0.11;25;0
2.2;Pains speciaux;7112;Pain de mie. au son;1170;34.3;6.84;46;5.5;3.53;30;7;0;2.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.35;0;0;0.5;3.5;0;76.6;1.6;0;0;5;423;1.4;0;0;0;0;0;0;0;0;0;1.35;0;0;2;0
2.2;Pains speciaux;7113;Pain de mie. multicereale;1160;34.4;8.81;43.6;5.41;4.42;39.1;5.74;0;1.84;0.2;0;1.15;0.68;1.8;0.006;0.006;0.006;0.0033;0.0033;0.0082;0.34;0.11;0.68;0.72;0.4;0.006;0;0;0.5;1.29;77.6;728;2.6;1.9;6;40.9;1.52;140;157;8;515;1.5;2;30;0.5;3;0;0;1;0.2;0.12;4.2;0.55;0.13;52;0.29
2.2;Pains speciaux;7115;Pain au son;1080;33.3;8.3;44.4;3.28;2.04;41.8;6.21;0;2.43;0;0;0.2;0.16;0.82;0;0;0.003;0;0;0.0013;0.17;0.021;0.14;0.59;0.049;0;0;0;0;1.65;30.5;0;0.23;2.05;0;54.1;1.64;198;253;5;410;1.19;0;0;0;0.2;0;0;0;0.15;0.04;1.93;0.58;0.16;13.1;0.1
2.2;Pains speciaux;7125;Pain de seigle. et froment;1010;36;5.58;46.3;1.24;1.9;36;8.9;0;2;0;0;0.2;0.26;0.37;0;0;0.00083;0.00083;0.0091;0.004;0.14;0.04;0.26;0.34;0.037;0;0;0;0;1.33;22.8;1050;0.19;1.2;10;29.6;1;169;179;5;530;1;0;50;0;0.1;1;0;0.4;0.15;0.08;0.5;0.46;0.12;12;0.13
2.2;Pains speciaux;7126;Pain de seigle. aux raisins;1130;37;8.92;43.7;5;0;0;3.9;0;2;0;0;2.17;1.66;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.02;28.7;0;0.21;2.15;9.3;33.6;0;101;190;3.22;407;1.18;0;0;0;0.66;0;0;0;0.25;0.11;1.4;0;0.04;0;0
2.2;Pains speciaux;7170;Pain panini;1150;30.9;7.66;55.9;1.1;2.3;48.3;2.6;0;1.87;0;0;0.22;0.38;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1.55;22;0;0;0.9;0;29;0;118;148;0;619;0;9;6;1E-14;0.4;0;0;0;0.1;0.1;0.8;0.4;0.17;39;0.1
2.2;Pains speciaux;7180;Pain pita;1100;34.1;7.53;53;0.92;2.18;48;2.68;0;1.8;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;52.7;982;0;1;10;18.1;1;84;134;5;543;1;0;50;0;0.1;0;0;0;0.11;0.08;2.6;0.49;0.05;21;0
2.2;Pains speciaux;7200;Pain de mie. courant;1200;32;7.61;50.6;4.35;6.03;43;3.42;0;1.83;0.2;0;1.55;0.85;0.51;0.05;0.05;0.05;0.05;0.004;0.018;1.01;0.2;0.85;0.4;0.11;0;0.00072;0;3.2;1.24;115;816;0.099;0.85;10;26.8;0.55;86;153;8.33;495;0.55;0;50;0;0.1;0;0;0;0.13;0.1;0.05;0.46;0.05;20;0
2.2;Pains speciaux;7201;Pain de mie. sans croute. preemballe;1070;39.5;7.22;46.1;3.58;9.66;36.5;2.48;0;1.61;0;0;1.16;1.41;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.96;0;0;0;0;0;0;0;0;0;0;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;Pains speciaux;7210;Pain de mie brioche. preemballe;1350;0;7.92;50.5;8.68;9.33;40.7;2.85;0;1.67;0;0;4.25;1.14;0.42;0;0;0;0.13;0;0;0;0;0;0;0;0;0;0;0;1.09;0;0;0;0;0;0;0;0;0;0;435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;Pains speciaux;7255;Pain. baguette ou boule. aux cereales et graines. artisanal;1210;28.2;8.95;49.1;3.9;4.5;39.6;7.7;0;2.1;0;0;0.36;0.79;1.47;0;0;0;0;0;0.0026;0.22;0.12;0.76;1.17;0.3;0;0;0;0.5;1.53;39.9;984;0.21;1.64;10;58.4;0.82;148;249;8.33;610;1.04;2;50;0.5;0.4;0;0;0.5;0.1;0.06;0.05;0.39;0.05;28;0.78
2.2;Pains speciaux;7256;Muffin anglais. complet. petit pain special. preemballe;917;45.6;12.5;32.9;1.87;2.13;30.7;7.07;0;1.88;0;0;0.2;0.41;0.75;0;0;0;0.0026;0;0;0;0;0;0;0;0;0;0;0;0.98;0;0;0;0;0;0;0;0;0;0;393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;Pains speciaux;7257;Muffin anglais. petit pain special. preemballe;966;38.4;10.6;39.6;1.88;4.25;35.4;3.18;0;1.93;0;0;0.42;0.67;0.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.05;0;0;0;0;0;0;0;0;0;0;418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;Pains speciaux;7258;Bagel;1170;33.3;9.26;48.5;3.98;5.34;0;3.18;0;1.81;0;0;1.02;0.18;0.78;0;0;0;0;0;0;0.21;0.012;0;0;0;0;0;0;0;1.08;37.3;0;0.17;1.83;0;36.3;0.84;111;122;0;410;0.95;0;2;0;0.32;1.5;0;0;0.24;0.1;2.3;0.37;0.083;25;0
2.2;Pains speciaux;7259;Pain pour hamburger ou hot dog (bun). preemballe;1240;30.9;9.07;49.7;5.35;5.88;42.7;3.3;0;1.71;0;0;0.88;1.53;1.11;0.0016;0.0016;0.0016;0.0016;0.0016;0.0031;0.24;0.2;1.42;0.94;0.17;0.0016;0.0016;0.0016;1E-14;1.14;89;757;0.13;0.85;20;27;0.56;110;140;50;453;0.84;0;10;0;0.22;2.81;0;0.5;0.19;0.03;1;0.37;0.097;13.5;0.036
2.2;Pains speciaux;7262;Pain pour hamburger ou hot dog (bun). complet. preemballe;1200;0;8.89;46.3;5.75;5.38;0;4.75;0;1.11;0;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.11;0;0;0;0;0;0;0;0;0;0;413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;Pains speciaux;7813;Tortilla souple (a garnir). a base de mais;1300;37.9;8.2;51.2;7.3;1;50.2;3;0;1.25;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;Pains speciaux;7815;Tortilla souple (a garnir). a base de ble;1380;26;8.34;52.1;8.2;1.55;50.6;3.85;0;1.92;0;0;3.85;2.67;1.32;0.01;0.01;0.01;0.01;0.01;0.05;2.09;0.38;2.67;1.12;0.2;0.01;0.01;0.01;0.79;1.25;45;219;0.1;0.76;20;19;0.4;360;150;20;650;0.57;21;5;0;0.08;4.78;0;0;0.11;0.01;0.17;0.35;0.027;39.4;0
2.3;Biscottes et pains grilles;7004;Pain grille. domestique;1440;13.2;9.56;69.8;1.16;3.1;63.3;4.2;0;2.16;0;0;0.57;0.24;0;0;0;0;0;0;0.0021;0.24;0.012;0.12;0.38;0.019;0;0;0;0;2.12;78.3;1.9;0.11;1.18;5;29.1;0.62;122;238;10;848;0.63;2;0;0.5;0.28;0;0;0.5;0.18;0.058;1.68;0.25;0.14;42.1;0
2.3;Biscottes et pains grilles;7300;Biscotte classique;1770;0.3;9.24;77.2;6.53;6.55;66.2;4.86;0;1.87;0;0;2.85;2.5;1.11;0.025;0.02;0.015;0.04;0.12;0.13;1.78;0.3;2.09;0.96;0.096;0.003;0;0.00048;0;1.5;23.4;0;0.14;1.37;7.72;43.2;0.67;153;250;10;589;0.79;53;0;0.35;0.77;0;0;0;0.26;0.12;3.05;0;0.23;128;0
2.3;Biscottes et pains grilles;7301;Biscotte briochee;1760;0;10.9;69;9.28;9.01;59.4;4.85;0;0.99;0;0;6.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0;0;394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.3;Biscottes et pains grilles;7310;Biscotte sans adjonction de sel;1710;3.67;10.4;74.1;5.88;5.67;67.5;5.16;0;0.8;0;0;2.63;2.13;0.95;0.01;0.01;0.01;0.01;0.013;0.033;1.41;0.21;2.13;0.84;0.038;0;0;0.01;0.02;0.046;23.5;0;0.18;1.3;6.3;22.5;0.7;121;161;3.35;18.1;7;0;0;0;4.7;0;0;0;0.66;0.22;8.5;0;0.94;94;0
2.3;Biscottes et pains grilles;7330;Biscotte multicereale;1680;5.1;11.8;66.8;7.22;5.4;61.3;7.08;0;2;0;0;2.51;2.21;1.9;0.01;0.01;0.01;0.01;0.0067;0.047;2.07;0.28;2.21;1.68;0.047;0;0;0.01;0;1.51;39.5;947;1;2.3;10;57;1.1;233;233;5;597;1.5;0;50;0;0.66;0;0;0;0.16;0.12;1.6;0.58;0.16;29;0
2.3;Biscottes et pains grilles;7340;Biscotte complete ou riche en fibres;1660;4.2;11.7;67;6.17;4.32;60.8;8.84;0;2.1;0;0;2.61;1.11;0.73;0.01;0.01;0.069;0.04;0.015;0.043;1.72;0.27;1.11;0.68;0.048;0;0;750000;1E-14;1.25;40.6;813;1;3.1;10;115;2;260;350;5;492;1.9;0;50;0;0.68;0;0;0;0.15;0.13;1.9;0.74;0.14;26;0
2.3;Biscottes et pains grilles;7351;Crackers de table au froment;1900;0;7.75;75;12;0.4;70.8;4.1;0;1.5;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.3;Biscottes et pains grilles;7352;Galette de riz souffle complet;1630;4.8;7.32;80.5;3;0.73;71.7;2.9;0;1.5;0;0;0.54;1.17;1.17;1000000;0.01;0.01;0.01;0.01;0.01;0.47;0.05;1.07;1.11;0.04;0.01;0.01;0.01;0;0.18;12;159;0.23;1.1;20;160;2.8;410;300;20;72.6;1.8;0;0;0;1.01;0.8;0;0;0.088;0.02;1.26;0.74;0.18;41.5;0
2.3;Biscottes et pains grilles;7353;Galettes multicereales;1670;2.45;8.43;82.4;2.5;0.98;0;3;0;1.2;0;0;0.33;0.64;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23;0;0;0;0;0;0;0;0;0;0;90.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.3;Biscottes et pains grilles;7400;Pain grille. tranches. au froment;1700;3.52;9.76;74.1;6.16;5.28;66.7;4.34;0;2.12;0;0;2.49;2.25;0.89;0.01;0.01;0.0081;0.0069;0.019;0.037;1.54;0.17;2.04;0.8;0.033;0.01;0.0039;0.0056;1E-14;1.56;29.3;0;0.18;1.9;4;40.5;0.7;115;175;2;616;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0
2.3;Biscottes et pains grilles;7403;Pain grille brioche. tranche. preemballe;1770;4.45;10.6;70.8;9.19;11;59;3.58;0;1.41;0;0;4.18;1.44;0.98;0;0;0;0.041;0;0;0;0;0;0;0;0;0;0;0;1.03;0;0;0;0;0;0;0;120;0;0;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
